Package last-used report
Generated: 2026-08-29 07:04:52
Packages: 717

PACKAGE                                   TYPE    VERSION     LAST USED    ENV               PATH
conda-package-handling                    python  2.5.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_package_handling-2.5.0.dist-info
cookiecutter                              python  2.7.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/cookiecutter-2.7.1.dist-info
jupyter_client                            python  8.9.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_client-8.9.1.dist-info
nbformat                                  python  5.10.4      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/nbformat-5.10.4.dist-info
pyct                                      python  0.6.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyct-0.6.0.dist-info
unearth                                   python  0.18.2      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/unearth-0.18.2.dist-info
anaconda-cli-base                         python  0.8.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_cli_base-0.8.2.dist-info
bokeh                                     python  3.9.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/bokeh-3.9.2.dist-info
jupyter-events                            python  0.12.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_events-0.12.1.dist-info
tifffile                                  python  2026.7.31   2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tifffile-2026.7.31.dist-info
anaconda-auth                             python  0.15.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_auth-0.15.1.dist-info
nbconvert                                 python  7.17.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/nbconvert-7.17.1.dist-info
panel                                     python  1.9.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/panel-1.9.3.dist-info
qtconsole                                 python  5.7.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/qtconsole-5.7.2.dist-info
anaconda-client                           python  1.14.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_client-1.14.1.dist-info
jupyter_server                            python  2.20.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_server-2.20.0.dist-info
anaconda-project                          python  0.13.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/anaconda_project-0.13.1.dist-info
holoviews                                 python  1.23.1      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/holoviews-1.23.1.dist-info
jupyterlab                                python  4.6.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyterlab-4.6.2.dist-info
streamlit                                 python  1.8.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/streamlit-1.8.0.dist-info
conda-build                               python  26.7.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda_build-26.7.0.dist-info
numpydoc                                  python  1.10.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/numpydoc-1.10.0.dist-info
Sphinx                                    python  9.1.0       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/sphinx-9.1.0.dist-info
spyder                                    python  6.1.6       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/spyder-6.1.6.dist-info
traittypes                                python  0.2.3       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/traittypes-0.2.3.dist-info
jupyter_core                              python  5.9.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/jupyter_core-5.9.1.dist-info
notebook                                  python  7.6.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/notebook-7.6.1.dist-info
rpds-py                                   python  2026.6.3    2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/rpds_py-2026.6.3.dist-info
regex                                     python  2026.7.19   2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/regex-2026.7.19.dist-info
pyobjc-core                               python  12.1        2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyobjc_core-12.1.dist-info
pyobjc-framework-Cocoa                    python  12.1        2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyobjc_framework_cocoa-12.1.dist-info
pyzmq                                     python  27.1.0      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/pyzmq-27.1.0.dist-info
tornado                                   python  6.5.7       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/tornado-6.5.7.dist-info
psutil                                    python  7.2.2       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/psutil-7.2.2.dist-info
debugpy                                   python  1.8.21      2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/debugpy-1.8.21.dist-info
numpy                                     python  2.4.6       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/numpy-2.4.6.dist-info
lxml                                      python  6.1.1       2026-08-04   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/lxml-6.1.1.dist-info
@fission-ai                               node    ?           2026-08-18   global            /usr/local/lib/node_modules/@fission-ai
vercel                                    node    50.1.3      2026-08-19   global            /usr/local/lib/node_modules/vercel
fsspec                                    python  2026.7.0    2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/fsspec-2026.7.0.dist-info
python-pptx                               python  1.0.2       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/python_pptx-1.0.2.dist-info
filelock                                  python  3.32.4      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/filelock-3.32.4.dist-info
mpmath                                    python  1.3.0       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/mpmath-1.3.0.dist-info
narwhals                                  python  2.25.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/narwhals-2.25.0.dist-info
joblib                                    python  1.5.3       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/joblib-1.5.3.dist-info
Jinja2                                    python  3.1.6       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/jinja2-3.1.6.dist-info
setuptools                                python  65.5.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/setuptools-65.5.0.dist-info
scipy                                     python  1.17.1      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/scipy-1.17.1.dist-info
numpy                                     python  2.4.6       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/numpy-2.4.6.dist-info
MarkupSafe                                python  3.0.3       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/markupsafe-3.0.3.dist-info
scikit-learn                              python  1.9.0       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/scikit_learn-1.9.0.dist-info
networkx                                  python  3.6.1       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/networkx-3.6.1.dist-info
defusedxml                                python  0.7.1       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/defusedxml-0.7.1.dist-info
threadpoolctl                             python  3.6.0       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/threadpoolctl-3.6.0.dist-info
typing_extensions                         python  4.16.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/typing_extensions-4.16.0.dist-info
sympy                                     python  1.14.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/sympy-1.14.0.dist-info
xlsxwriter                                python  3.2.9       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/xlsxwriter-3.2.9.dist-info
xgboost                                   python  3.2.0       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/xgboost-3.2.0.dist-info
torch                                     python  2.2.2       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/torch-2.2.2.dist-info
kagglehub                                 python  1.0.2       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/kagglehub-1.0.2.dist-info
certifi                                   python  2026.7.22   2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/certifi-2026.7.22.dist-info
idna                                      python  3.19        2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/idna-3.19.dist-info
kagglesdk                                 python  0.1.37      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/kagglesdk-0.1.37.dist-info
packaging                                 python  26.3        2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/packaging-26.3.dist-info
pandas                                    python  3.0.5       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/pandas-3.0.5.dist-info
python-dateutil                           python  2.9.0.post0  2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/python_dateutil-2.9.0.post0.dist-info
requests                                  python  2.34.2      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/requests-2.34.2.dist-info
protobuf                                  python  7.36.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/protobuf-7.36.0.dist-info
charset-normalizer                        python  3.5.1       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/charset_normalizer-3.5.1.dist-info
PyYAML                                    python  6.0.3       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/pyyaml-6.0.3.dist-info
lxml                                      python  6.1.2       2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/lxml-6.1.2.dist-info
pillow                                    python  12.3.0      2026-08-24   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/pillow-12.3.0.dist-info
conda                                     python  26.7.0      2026-08-25   conda:anaconda3   /opt/anaconda3/lib/python3.13/site-packages/conda-26.7.0.dist-info
npm                                       node    10.9.2      2026-08-28   global            /usr/local/lib/node_modules/npm
tqdm                                      python  4.70.0      2026-08-29   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/tqdm-4.70.0.dist-info
urllib3                                   python  2.7.0       2026-08-29   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/urllib3-2.7.0.dist-info
six                                       python  1.17.0      2026-08-29   current (3.11.9)  /Users/faiz/Downloads/__POP/BDA_POP/2026_Aug/.venv/lib/python3.11/site-packages/six-1.17.0.dist-info
mtcnn                                     python  1.0.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/mtcnn-1.0.0.dist-info
shellingham                               python  1.5.4       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/shellingham-1.5.4.dist-info
jiter                                     python  0.12.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/jiter-0.12.0.dist-info
opencv-contrib-python                     python  4.12.0.88   2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opencv_contrib_python-4.12.0.88.dist-info
semantic-version                          python  2.10.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/semantic_version-2.10.0.dist-info
threadpoolctl                             python  3.6.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/threadpoolctl-3.6.0.dist-info
coloredlogs                               python  15.0.1      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/coloredlogs-15.0.1.dist-info
langchain-text-splitters                  python  1.1.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/langchain_text_splitters-1.1.2.dist-info
humanfriendly                             python  10.0        2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/humanfriendly-10.0.dist-info
docstring_parser                          python  0.17.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/docstring_parser-0.17.0.dist-info
PyNaCl                                    python  1.6.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pynacl-1.6.1.dist-info
oauthlib                                  python  3.3.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/oauthlib-3.3.1.dist-info
lazy_loader                               python  0.4         2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/lazy_loader-0.4.dist-info
pandas                                    python  3.0.5       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pandas-3.0.5.dist-info
uvicorn                                   python  0.38.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/uvicorn-0.38.0.dist-info
requests                                  python  2.32.5      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/requests-2.32.5.dist-info
rich                                      python  14.2.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/rich-14.2.0.dist-info
numpy                                     python  2.2.6       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/numpy-2.2.6.dist-info
tensorflow-io-gcs-filesystem              python  0.37.1      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/tensorflow_io_gcs_filesystem-0.37.1.dist-info
multidict                                 python  6.7.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/multidict-6.7.1.dist-info
lz4                                       python  4.4.5       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/lz4-4.4.5.dist-info
keras                                     python  2.14.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/keras-2.14.0.dist-info
fastembed                                 python  0.8.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/fastembed-0.8.0.dist-info
dparse                                    python  0.6.4       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/dparse-0.6.4.dist-info
fastapi                                   python  0.141.1     2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/fastapi-0.141.1.dist-info
opentelemetry-exporter-otlp-proto-common  python  1.44.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opentelemetry_exporter_otlp_proto_common-1.44.0.dist-info
iniconfig                                 python  2.3.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/iniconfig-2.3.0.dist-info
huggingface_hub                           python  1.24.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/huggingface_hub-1.24.0.dist-info
sse-starlette                             python  3.0.3       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/sse_starlette-3.0.3.dist-info
googleapis-common-protos                  python  1.75.1      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/googleapis_common_protos-1.75.1.dist-info
opencv-python                             python  4.12.0.88   2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opencv_python-4.12.0.88.dist-info
uuid_utils                                python  0.17.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/uuid_utils-0.17.0.dist-info
colorama                                  python  0.4.6       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/colorama-0.4.6.dist-info
mmh3                                      python  5.2.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/mmh3-5.2.1.dist-info
s3transfer                                python  0.17.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/s3transfer-0.17.0.dist-info
typer                                     python  0.21.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/typer-0.21.0.dist-info
safety                                    python  3.7.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/safety-3.7.0.dist-info
click                                     python  8.4.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/click-8.4.2.dist-info
fabric                                    python  3.2.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/fabric-3.2.2.dist-info
urllib3                                   python  1.26.20     2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/urllib3-1.26.20.dist-info
mcp                                       python  1.29.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/mcp-1.29.0.dist-info
google-auth-oauthlib                      python  1.0.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/google_auth_oauthlib-1.0.0.dist-info
opentelemetry-api                         python  1.39.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opentelemetry_api-1.39.0.dist-info
tree-sitter-yaml                          python  0.7.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/tree_sitter_yaml-0.7.2.dist-info
jsonschema-specifications                 python  2025.9.1    2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/jsonschema_specifications-2025.9.1.dist-info
magika                                    python  1.0.3       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/magika-1.0.3.dist-info
marshmallow                               python  4.1.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/marshmallow-4.1.2.dist-info
astunparse                                python  1.6.3       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/astunparse-1.6.3.dist-info
cachetools                                python  6.2.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/cachetools-6.2.2.dist-info
pytest                                    python  9.0.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pytest-9.0.1.dist-info
langsmith                                 python  0.10.9      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/langsmith-0.10.9.dist-info
pydantic                                  python  2.12.5      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pydantic-2.12.5.dist-info
opt_einsum                                python  3.4.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opt_einsum-3.4.0.dist-info
ImageIO                                   python  2.37.2      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/imageio-2.37.2.dist-info
defusedxml                                python  0.7.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/defusedxml-0.7.1.dist-info
pillow_heif                               python  1.1.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pillow_heif-1.1.1.dist-info
fastuuid                                  python  0.14.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/fastuuid-0.14.0.dist-info
google-pasta                              python  0.2.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/google_pasta-0.2.0.dist-info
mediapipe                                 python  0.10.9      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/mediapipe-0.10.9.dist-info
rembg                                     python  2.0.59      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/rembg-2.0.59.dist-info
tiktoken                                  python  0.13.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/tiktoken-0.13.0.dist-info
narwhals                                  python  2.24.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/narwhals-2.24.0.dist-info
openpyxl                                  python  3.1.5       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/openpyxl-3.1.5.dist-info
orjson                                    python  3.11.9      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/orjson-3.11.9.dist-info
propcache                                 python  0.4.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/propcache-0.4.1.dist-info
awsebcli                                  python  3.25.3      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/awsebcli-3.25.3.dist-info
tree-sitter-embedded-template             python  0.25.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/tree_sitter_embedded_template-0.25.0.dist-info
pytz                                      python  2026.3.post1  2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pytz-2026.3.post1.dist-info
aiolimiter                                python  1.2.1       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/aiolimiter-1.2.1.dist-info
websockets                                python  16.1.1      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/websockets-16.1.1.dist-info
scikit-learn                              python  1.9.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/scikit_learn-1.9.0.dist-info
opentelemetry-exporter-otlp-proto-http    python  1.44.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/opentelemetry_exporter_otlp_proto_http-1.44.0.dist-info
blinker                                   python  1.9.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/blinker-1.9.0.dist-info
tenacity                                  python  9.1.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/tenacity-9.1.2.dist-info
contourpy                                 python  1.3.3       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/contourpy-1.3.3.dist-info
Authlib                                   python  1.6.6       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/authlib-1.6.6.dist-info
babel                                     python  2.18.0      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/babel-2.18.0.dist-info
safety-schemas                            python  0.0.16      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/safety_schemas-0.0.16.dist-info
ml-dtypes                                 python  0.2.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/ml_dtypes-0.2.0.dist-info
et_xmlfile                                python  2.0.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/et_xmlfile-2.0.0.dist-info
idna                                      python  3.11        2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/idna-3.11.dist-info
regex                                     python  2025.11.3   2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/regex-2025.11.3.dist-info
itsdangerous                              python  2.2.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/itsdangerous-2.2.0.dist-info
pyarrow                                   python  25.0.1      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/pyarrow-25.0.1.dist-info
shapely                                   python  2.1.2       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/shapely-2.1.2.dist-info
protobuf                                  python  3.20.3      2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/protobuf-3.20.3.dist-info
cffi                                      python  2.0.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/cffi-2.0.0.dist-info
paramiko                                  python  4.0.0       2026-08-29   pyenv:3.11.9      /Users/faiz/.pyenv/versions/3.11.9/lib/python3.11/site-packages/paramiko-4.0.0.dist-info
